"type","version","basic__name","basic__rune__isrune","basic__rune__tier","basic__rune__type","basic__gold__base","basic__gold__total","basic__gold__sell","basic__gold__purchasable","basic__group","basic__description","basic__colloq","basic__plaintext","basic__consumed","basic__stacks","basic__depth","basic__consumeOnFull","basic__specialRecipe","basic__inStore","basic__hideFromAll","basic__requiredChampion","basic__requiredAlly","basic__stats__FlatHPPoolMod","basic__stats__rFlatHPModPerLevel","basic__stats__FlatMPPoolMod","basic__stats__rFlatMPModPerLevel","basic__stats__PercentHPPoolMod","basic__stats__PercentMPPoolMod","basic__stats__FlatHPRegenMod","basic__stats__rFlatHPRegenModPerLevel","basic__stats__PercentHPRegenMod","basic__stats__FlatMPRegenMod","basic__stats__rFlatMPRegenModPerLevel","basic__stats__PercentMPRegenMod","basic__stats__FlatArmorMod","basic__stats__rFlatArmorModPerLevel","basic__stats__PercentArmorMod","basic__stats__rFlatArmorPenetrationMod","basic__stats__rFlatArmorPenetrationModPerLevel","basic__stats__rPercentArmorPenetrationMod","basic__stats__rPercentArmorPenetrationModPerLevel","basic__stats__FlatPhysicalDamageMod","basic__stats__rFlatPhysicalDamageModPerLevel","basic__stats__PercentPhysicalDamageMod","basic__stats__FlatMagicDamageMod","basic__stats__rFlatMagicDamageModPerLevel","basic__stats__PercentMagicDamageMod","basic__stats__FlatMovementSpeedMod","basic__stats__rFlatMovementSpeedModPerLevel","basic__stats__PercentMovementSpeedMod","basic__stats__rPercentMovementSpeedModPerLevel","basic__stats__FlatAttackSpeedMod","basic__stats__PercentAttackSpeedMod","basic__stats__rPercentAttackSpeedModPerLevel","basic__stats__rFlatDodgeMod","basic__stats__rFlatDodgeModPerLevel","basic__stats__PercentDodgeMod","basic__stats__FlatCritChanceMod","basic__stats__rFlatCritChanceModPerLevel","basic__stats__PercentCritChanceMod","basic__stats__FlatCritDamageMod","basic__stats__rFlatCritDamageModPerLevel","basic__stats__PercentCritDamageMod","basic__stats__FlatBlockMod","basic__stats__PercentBlockMod","basic__stats__FlatSpellBlockMod","basic__stats__rFlatSpellBlockModPerLevel","basic__stats__PercentSpellBlockMod","basic__stats__FlatEXPBonus","basic__stats__PercentEXPBonus","basic__stats__rPercentCooldownMod","basic__stats__rPercentCooldownModPerLevel","basic__stats__rFlatTimeDeadMod","basic__stats__rFlatTimeDeadModPerLevel","basic__stats__rPercentTimeDeadMod","basic__stats__rPercentTimeDeadModPerLevel","basic__stats__rFlatGoldPer10Mod","basic__stats__rFlatMagicPenetrationMod","basic__stats__rFlatMagicPenetrationModPerLevel","basic__stats__rPercentMagicPenetrationMod","basic__stats__rPercentMagicPenetrationModPerLevel","basic__stats__FlatEnergyRegenMod","basic__stats__rFlatEnergyRegenModPerLevel","basic__stats__FlatEnergyPoolMod","basic__stats__rFlatEnergyModPerLevel","basic__stats__PercentLifeStealMod","basic__stats__PercentSpellVampMod","basic__maps__1","basic__maps__8","basic__maps__10","basic__maps__12","data__|","data__|__name","data__|__description","data__|__colloq","data__|__plaintext","data__|__requiredChampion","data__|__specialRecipe","data__|__stacks","data__|__consumed","data__|__consumeOnFull","data__|__inStore","data__|__hideFromAll","data__|__from__001","data__|__from__002","data__|__from__003","data__|__from__004","data__|__from__005","data__|__from__006","data__|__into__001","data__|__into__002","data__|__into__003","data__|__into__004","data__|__into__005","data__|__into__006","data__|__into__007","data__|__into__008","data__|__into__009","data__|__into__010","data__|__into__011","data__|__into__012","data__|__into__013","data__|__into__014","data__|__into__015","data__|__into__016","data__|__into__017","data__|__into__018","data__|__into__019","data__|__image__full","data__|__image__sprite","data__|__image__group","data__|__image__x","data__|__image__y","data__|__image__w","data__|__image__h","data__|__gold__base","data__|__gold__purchasable","data__|__gold__total","data__|__gold__sell","data__|__tags__001","data__|__tags__002","data__|__tags__003","data__|__tags__004","data__|__tags__005","data__|__tags__006","data__|__tags__007","data__|__tags__008","data__|__tags__009","data__|__tags__010","data__|__tags__011","data__|__tags__012","data__|__tags__013","data__|__maps__11","data__|__maps__12","data__|__maps__21","data__|__maps__22","data__|__stats__PercentAttackSpeedMod","data__|__stats__FlatPhysicalDamageMod","data__|__stats__PercentLifeStealMod","data__|__effect__Effect1Amount","data__|__effect__Effect2Amount","data__|__effect__Effect3Amount","data__|__effect__Effect4Amount","data__|__effect__Effect5Amount","data__|__effect__Effect6Amount","data__|__effect__Effect7Amount","data__|__effect__Effect8Amount","data__|__effect__Effect9Amount","data__|__effect__Effect10Amount","data__|__effect__Effect11Amount","data__|__effect__Effect12Amount","data__|__effect__Effect13Amount","data__|__effect__Effect14Amount","data__|__effect__Effect15Amount","data__|__effect__Effect16Amount","data__|__effect__Effect17Amount","data__|__effect__Effect18Amount","data__|__stats__FlatSpellBlockMod","data__|__stats__FlatArmorMod","data__|__stats__FlatMPPoolMod","data__|__stats__FlatMagicDamageMod","data__|__stats__FlatCritChanceMod","data__|__stats__PercentMovementSpeedMod","data__|__stats__FlatHPPoolMod","data__|__stats__FlatHPRegenMod","data__|__depth","data__|__stats__FlatMovementSpeedMod","groups__id","groups__MaxGroupOwnable","tree__header","tree__tags__001","tree__tags__002","tree__tags__003","tree__tags__004","tree__tags__005","tree__tags__006","tree__tags__007","tree__tags__008","tree__tags__009","tree__tags__010"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3113","Aether Wisp","<mainText><stats><attention>30</attention> Ability Power</stats><br><li><passive>Glide:</passive> Gain <speed>5% Move Speed</speed>.</mainText><br>",";","Increases Ability Power and Movement Speed","","","","","","","","1052","","","","","","3100","","","","","","","","","","","","","","","","","","","3113.png","item0.png","item","384","432","48","48","415","True","850","595","NonbootsMovement","SpellDamage","","","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","2","","4628","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3114","Forbidden Idol","<mainText><stats><attention>50%</attention> Base Mana Regen<br><attention>10%</attention> Heal and Shield Power</stats></mainText><br>",";","Increases Heal and Shield Power, Mana Regeneration, and Cooldown Reduction","","","","","","","","1004","","","","","","6616","3107","3222","3504","","","","","","","","","","","","","","","","3114.png","item0.png","item","432","432","48","48","550","True","800","560","ManaRegen","","","","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","4629","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3115","Nashor's Tooth","<mainText><stats><attention>100</attention> Ability Power<br><attention>50%</attention> Attack Speed</stats><br><li><passive>Icathian Bite:</passive> Attacks apply <magicDamage>(15 + 20% Ability Power) magic damage</magicDamage> <OnHit>On-Hit</OnHit>.</mainText><br>",";","Increases Attack Speed, Ability Power, and Cooldown Reduction","","","","","","","","1043","1026","1052","","","","","","","","","","","","","","","","","","","","","","","3115.png","item1.png","item","0","0","48","48","715","True","3000","2100","AttackSpeed","SpellDamage","OnHit","","","","","","","","","","","True","True","True","False","0.5","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","3","","4637","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3116","Rylai's Crystal Scepter","<mainText><stats><attention>90</attention> Ability Power<br><attention>350</attention> Health</stats><br><li><passive>Rimefrost:</passive> Damaging Abilities <status>Slow</status> enemies by 30% for 1 second.</mainText><br>",";","Abilities slow enemies","","","","","","","","1026","1011","1052","","","","","","","","","","","","","","","","","","","","","","","3116.png","item1.png","item","48","0","48","48","815","True","3000","2100","Health","SpellDamage","Slow","","","","","","","","","","","True","True","True","False","","","","-0.3","-0.3","-0.3","1","1","1","","","","","","","","","","","","","","","","90","","","350","","3","","6333","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3117","Mobility Boots","<mainText><stats></stats><attention>25</attention> Move Speed <li>When out of combat for at least 5 seconds, increase this item's effect to <attention>115</attention>.</mainText><br>",";","Greatly enhances Movement Speed when out of combat","","","","","","","","1001","","","","","","","","","","","","","","","","","","","","","","","","","3117.png","item1.png","item","96","0","48","48","700","True","1000","700","Boots","","","","","","","","","","","","","True","True","True","False","","","","0","0","0","0","0","0","0","25","","","","","","","","","","","","","","","","","","","2","115","6609","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3123","Executioner's Calling","<mainText><stats><attention>15</attention> Attack Damage</stats><br><li><passive>Rend:</passive> Dealing physical damage applies <status>40% Grievous Wounds</status> to champions for 3 seconds. <br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>",";grievous","Overcomes enemies with high health gain","","","","","","","","1036","","","","","","6609","3033","","","","","","","","","","","","","","","","","","3123.png","item1.png","item","144","0","48","48","450","True","800","560","Damage","","","","","","","","","","","","","True","True","True","False","","15","","3","","","","","","","","","","","","","","","","","","","","","","","","","","2","","6616","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3124","Guinsoo's Rageblade","<mainText><stats><attention>45%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance</stats><br><li><passive>Wrath:</passive> Your Critical Strike Chance is converted into <OnHit>On-Hit</OnHit> damage. Gain <physicalDamage>40</physicalDamage> <OnHit>On-Hit</OnHit> for each 20% Critical Strike Chance converted.<li><passive>Seething Strike:</passive> Every third Attack applies your On-Hit effects twice.<br><br><rules><passive>Wrath</passive> cannot benefit from more than 100% Critical Strike Chance. <passive>Wrath's</passive> On-Hit damage conversion is affected by Critical Strike damage modifiers. </rules></mainText><br>","","","","","","","","","","6677","1018","1042","","","","","","","","","","","","","","","","","","","","","","","3124.png","item1.png","item","192","0","48","48","900","True","2600","1820","CriticalStrike","AttackSpeed","OnHit","","","","","","","","","","","True","True","True","False","0.45","","","0.08","2.5","2.5","5","6","0.1","0.1","15","1","3","0","0","3","","","","","","","","","","0.2","","","","3","","6675","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3133","Caulfield's Warhammer","<mainText><stats><attention>25</attention> Attack Damage<br><attention>10</attention> Ability Haste</stats></mainText><br>",";","Attack Damage and Cooldown Reduction","","","0","","","","","1036","1036","","","","","6609","3071","3004","3074","3142","3156","3508","6333","6675","6691","6693","6694","","","","","","","","3133.png","item1.png","item","240","0","48","48","400","True","1100","770","Damage","CooldownReduction","AbilityHaste","","","","","","","","","","","True","True","True","False","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","6676","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3134","Serrated Dirk","<mainText><stats><attention>30</attention> Attack Damage</stats><br><li><passive>Gouge:</passive> Gain <scaleLethality>10 Lethality</scaleLethality>.</mainText><br>",";lethality","Increases Attack Damage and Lethality","","","0","","","","","1036","1036","","","","","3142","3179","6676","3814","6691","6692","6693","6695","","","","","","","","","","","","3134.png","item1.png","item","288","0","48","48","400","True","1100","770","Damage","ArmorPenetration","","","","","","","","","","","","True","True","True","False","","30","","10","","","","","","","","","","","","","","","","","","","","","","","","","","2","","6695","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3135","Void Staff","<mainText><stats><attention>70</attention> Ability Power<br><attention>40%</attention> Magic Penetration</stats></mainText><br>",";","Increases magic damage","","","","","","","","4630","1026","","","","","","","","","","","","","","","","","","","","","","","","3135.png","item1.png","item","336","0","48","48","600","True","2700","1890","MagicPenetration","SpellDamage","","","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","70","","","","","3","","8001","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3139","Mercurial Scimitar","<mainText><stats><attention>40</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>30</attention> Magic Resist</stats><br><br><active>Active -</active> <active>Quicksilver:</active> Remove all crowd control debuffs (excluding <status>Airborne</status>) and also gain <speed>50% Move Speed</speed> for 1 second (90s cooldown).</mainText><br>",";","Activate to remove all crowd control debuffs and grant massive Movement Speed","","","","","","","","3140","1018","1037","","","","","","","","","","","","","","","","","","","","","","","3139.png","item1.png","item","384","0","48","48","225","True","3000","2100","SpellBlock","Damage","CriticalStrike","Active","NonbootsMovement","Tenacity","","","","","","","","True","True","True","False","","40","","0.5","1","90","","","","","","","","","","","","","","","","30","","","","0.2","","","","3","","ViktorHexCore","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3140","Quicksilver Sash","<mainText><stats><attention>30</attention> Magic Resist</stats><br><br><active>Active -</active> <active>Quicksilver:</active> Removes all crowd control debuffs (excluding <status>Airborne</status>) (90s cooldown).<br></mainText><br>",";qss","Activate to remove all crowd control debuffs","","","","","","","","1033","","","","","","6035","3139","","","","","","","","","","","","","","","","","","3140.png","item1.png","item","432","0","48","48","850","True","1300","910","Active","SpellBlock","","","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","30","","","","","","","","2","","VoidPen","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3142","Youmuu's Ghostblade","<mainText><stats><attention>55</attention> Attack Damage<br><attention>18</attention> Lethality<br><attention>15</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Wraith Step:</active> Gain <speed>20% Move Speed</speed> and <status>Ghosting</status> for 6 seconds (45s cooldown).<br><li><passive>Haunt:</passive> Gain <speed>40 Move Speed</speed> out of combat.<br><br><rules><status>Ghosted</status> units ignore collision with other units.</rules></mainText><br>",";lethality","Activate to greatly increase Movement Speed","","","","","","","","3134","3133","","","","","","","","","","","","","","","","","","","","","","","","3142.png","item1.png","item","0","48","48","48","700","True","2900","2030","Damage","Active","NonbootsMovement","ArmorPenetration","","","","","","","","","","True","True","True","False","","55","","45","18","0.2","0","6","40","","","","","","","","","","","","","","","","","","","","","3","","WardGreen","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3143","Randuin's Omen","<mainText><stats><attention>250</attention> Health<br><attention>80</attention> Armor<br><attention>10</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Humility:</active> Briefly <status>Slow</status> nearby enemies and reduce their <scaleAD>Attack Damage</scaleAD> by 10% and Critical Strike Damage by 20% for 4 seconds (60s cooldown).<br><li><passive>Rock Solid:</passive> Reduce incoming damage from Attacks by up to 5 + (0.35% max Health), capped at 40% of the attack's damage.</mainText><br>",";","Greatly increases defenses, activate to slow nearby enemies","","","","","","","","3082","1029","3067","","","","","","","","","","","","","","","","","","","","","","","3143.png","item1.png","item","48","48","48","48","600","True","2700","1890","Health","Armor","Active","CooldownReduction","Slow","AbilityHaste","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","80","","","","","250","","3","","WardPink","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3145","Hextech Alternator","<mainText><stats><attention>40</attention> Ability Power</stats><br><li><passive>Revved:</passive> Damaging a champion deals an additional <magicDamage>50 - 125 (based on level) magic damage</magicDamage> (40s cooldown).</mainText><br>",";","Increases Ability Power. Deal bonus magic damage on attack periodically.","","","","","","","","1052","1052","","","","","3152","4628","4636","","","","","","","","","","","","","","","","","3145.png","item1.png","item","96","48","48","48","180","True","1050","735","SpellDamage","","","","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","2","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3152","Hextech Rocketbelt","<mainText><stats><attention>90</attention> Ability Power<br><attention>6</attention> Magic Penetration<br><attention>250</attention> Health<br><attention>15</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Hex Bolt:</active> Dash in target direction, unleashing an arc of magic missiles that deal <magicDamage>(125 +15% Ability Power) magic damage</magicDamage>. Then, gain <speed>30% Move Speed</speed> towards enemy champions for 1.5 seconds (40s cooldown).<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5</attention> Magic Penetration.<br><br><rules>Supersonic's dash cannot pass through terrain.</rules></mainText><br>","rocket belt;","Activate to dash forward and unleash a fiery explosion","","","","","","","","3145","1028","1026","","","","","","","","","","","","","","","","","","","","","","","3152.png","item1.png","item","144","48","48","48","900","True","3200","2240","Health","SpellDamage","Active","CooldownReduction","NonbootsMovement","MagicPenetration","AbilityHaste","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","90","","","250","","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3153","Blade of The Ruined King","<mainText><stats><attention>40</attention> Attack Damage<br><attention>25%</attention> Attack Speed<br><attention>10%</attention> Life Steal</stats><br><li><passive>Mist's Edge:</passive> Attacks apply <physicalDamage>physical damage</physicalDamage> <OnHit>On-Hit</OnHit> equal to (10% for Melee users | 6% for Ranged users) of the target's current Health. <li><passive>Siphon:</passive> Attacking a champion 3 times deals <magicDamage>40 - 150 (based on level) magic damage</magicDamage> and steals 25% Move Speed for 2 seconds (20s cooldown).<br><br><rules>Maximum <passive>Mist's Edge</passive> damage dealt to monsters and minions is 60.<br>Item performance differs for melee and ranged users.</rules></mainText><br>",";brk;bork;bork;bork;botrk","Deals damage based on target's Health, can steal Movement Speed","","","","","","","","1053","1043","1037","","","","","","","","","","","","","","","","","","","","","","","3153.png","item1.png","item","192","48","48","48","425","True","3200","2240","Damage","AttackSpeed","LifeSteal","Slow","OnHit","NonbootsMovement","","","","","","","","True","True","True","False","0.25","40","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3155","Hexdrinker","<mainText><stats><attention>20</attention> Attack Damage<br><attention>35</attention> Magic Resist</stats><br><li><passive>Lifeline:</passive> Upon taking magic damage that would reduce Health below 30%, gain <shield>110 - 280 (based on level) magic damage Shield</shield> for 3 seconds (90s cooldown).</mainText><br>",";","Increases Attack Damage and Magic Resist","","","0","","","","","1036","1033","","","","","3156","","","","","","","","","","","","","","","","","","","3155.png","item1.png","item","240","48","48","48","500","True","1300","910","Damage","SpellBlock","","","","","","","","","","","","True","True","True","False","","20","","","","","","","","","","","","","","","","","","","","35","","","","","","","","2","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3156","Maw of Malmortius","<mainText><stats><attention>50</attention> Attack Damage<br><attention>50</attention> Magic Resist<br><attention>15</attention> Ability Haste</stats><br><li><passive>Lifeline:</passive> Upon taking magic damage that would reduce Health below 30%, gain <shield>(200 + 20% max Health) magic damage Shield</shield> for 5 seconds (60s cooldown).</mainText><br>",";","Grants bonus Attack Damage when Health is low","","","0","","","","","3155","3133","","","","","","","","","","","","","","","","","","","","","","","","3156.png","item1.png","item","288","48","48","48","400","True","2800","1960","SpellBlock","Damage","CooldownReduction","AbilityHaste","","","","","","","","","","True","True","True","False","","50","","0","0","0","0","0","0","0","0","0","7","","","","","","","","","50","","","","","","","","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3157","Zhonya's Hourglass","<mainText><stats><attention>65</attention> Ability Power<br><attention>45</attention> Armor<br><attention>10</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Stasis:</active> You become <status>Invulnerable</status> and <status>Untargetable</status> for 2.5 seconds, but are prevented from taking any other actions during this time (120s cooldown).</mainText><br>",";zhg;zonyas","Activate to become invincible but unable to take actions","","","","","","","","3191","2420","3108","","","","","","","","","","","","","","","","","","","","","","","3157.png","item1.png","item","336","48","48","48","50","True","2600","1820","Armor","SpellDamage","Active","CooldownReduction","AbilityHaste","","","","","","","","","True","True","True","False","","","","0","2.5","120","","","","","","","","","","","","","","","","","45","","65","","","","","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3158","Ionian Boots of Lucidity","<mainText><stats><attention>20</attention> Ability Haste<br><attention>45</attention> Move Speed</stats><br><li>Gain 12 Summoner Spell Haste.<br><br><flavorText>''This item is dedicated in honor of Ionia's victory over Noxus in the Rematch for the Southern Provinces on 10 December, 20 CLE.'</flavorText></mainText><br>","","Increases Movement Speed and Cooldown Reduction","","","","","","","","1001","","","","","","","","","","","","","","","","","","","","","","","","","3158.png","item1.png","item","384","48","48","48","650","True","950","665","Boots","CooldownReduction","","","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","45","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3165","Morellonomicon","<mainText><stats><attention>80</attention> Ability Power<br><attention>250</attention> Health</stats><br><li><passive>Affliction:</passive> Dealing magic damage applies <status>40% Grievous Wounds</status> to enemy champions for 3 seconds. If the target is below 50% Health, this effect is increased to <status>60% Grievous Wounds</status>.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>",";nmst;grievous","Increases magic damage","","","","","","","","1026","3916","1028","","","","","","","","","","","","","","","","","","","","","","","3165.png","item1.png","item","432","48","48","48","450","True","2500","1750","Health","SpellDamage","","","","","","","","","","","","True","True","True","False","","","","","","","","","","","","","","","","","","","","","","","","","80","","","250","","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3177","Guardian's Blade","<mainText><stats><attention>30</attention> Attack Damage<br><attention>150</attention> Health<br><attention>15</attention> Ability Haste</stats><br><li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText><br>",";dblade","Good starting item for attackers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3177.png","item1.png","item","0","96","48","48","950","True","950","665","Health","Damage","Lane","AbilityHaste","","","","","","","","","","False","True","False","False","","30","","10","","","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3179","Umbral Glaive","<mainText><stats><attention>50</attention> Attack Damage<br><attention>10</attention> Lethality<br><attention>15</attention> Ability Haste</stats><br><li><passive>Blackout:</passive> When spotted by an enemy Ward, reveal traps and disable Wards around you for 8 seconds (45s cooldown). Your Attacks instantly kill revealed traps and do triple damage to Wards.</mainText><br>",";lethality","Provides trap and ward detection periodically","","","","","","","","1036","3134","1036","","","","","","","","","","","","","","","","","","","","","","","3179.png","item1.png","item","48","96","48","48","600","True","2400","1680","Damage","Vision","CooldownReduction","ArmorPenetration","AbilityHaste","","","","","","","","","True","True","True","False","","50","","10","8","45","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3181","Hullbreaker","<mainText><stats><attention>50</attention> Attack Damage<br><attention>400</attention> Health<br><attention>150%</attention> Base Health Regen</stats><br><li><passive>Boarding Party:</passive> While no allied champions are nearby you gain 20-45 <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> and 20% increased damage to towers. Nearby large minions gain 60-135 <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> and 200% increased damage to towers. <br><br><rules>Boarding Party's resistances decay over 3 seconds when an ally gets too close.</rules><br></mainText><br>","","","","","","","","","","1037","3044","","","","","","","","","","","","","","","","","","","","","","","","3181.png","item1.png","item","96","96","48","48","825","True","2800","1960","Health","SpellBlock","Armor","Damage","","","","","","","","","","True","True","True","False","","50","","","","","","","","","","","","","","","","","","","","","","","","","","400","","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3184","Guardian's Hammer","<mainText><stats><attention>25</attention> Attack Damage<br><attention>150</attention> Health<br><attention>10%</attention> Life Steal</stats><br><li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText><br>",";dblade","Good starting item for attackers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3184.png","item1.png","item","144","96","48","48","950","True","950","665","Health","Damage","LifeSteal","Lane","","","","","","","","","","False","True","False","False","","25","0.1","","","","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","",""
