,key,name,title,skins__name01,skins__name02,skins__name03,skins__name04,skins__name05,skins__name06,skins__name07,skins__name08,skins__name09,skins__name010,skins__name011,skins__name012,skins__name013,skins__name014,skins__name015,lore,allytips__001,allytips__002,allytips__003,allytips__004,allytips__005,enemytips__001,enemytips__002,enemytips__003,enemytips__004,tags__001,tags__002,partype,info__attack,info__defense,info__magic,info__difficulty,stats__hp,stats__hpperlevel,stats__mp,stats__mpperlevel,stats__movespeed,stats__armor,stats__armorperlevel,stats__spellblock,stats__spellblockperlevel,stats__attackrange,stats__hpregen,stats__hpregenperlevel,stats__mpregen,stats__mpregenperlevel,stats__attackdamage,stats__attackdamageperlevel,stats__attackspeedperlevel,stats__attackspeed,spells__Q,spells__Q_description,spells__W,spells__W_description,spells__E,spells__E_description,spells__R,spells__R_description,passive__name,passive__description,lore_gpe_0,lore_person_0,lore_gpe_1,lore_org_0,lore_object_0,lore_person_1,lore_norp_0,lore_person_2,lore_event_0,lore_person_3,lore_org_1,lore_norp_1,lore_norp_2,lore_org_2
128,107,Rengar,the Pridestalker,Headhunter Rengar,Night Hunter Rengar,SSW Rengar,Mecha Rengar,Pretty Kitty Rengar,Guardian of the Sands Rengar,Sentinel Rengar,,,,,,,,,"Rengar is a ferocious vastayan trophy hunter who lives for the thrill of tracking down and killing dangerous creatures. He scours the world for the most fearsome beasts he can find, especially seeking any trace of Kha'Zix, the void creature who scratched out his eye. Rengar stalks his prey neither for food nor glory, but for the sheer beauty of the pursuit.",Use Rengar's ultimate to find and assassinate high priority targets in team fights and skirmishes.,A lot of Rengar's power comes from empowered abilities he uses at the right moment - choose wisely!,Make sure to take paths through brush when chasing opponents to take advantage of Rengar's passive.,,,Rengar gains an empowered ability when his resource bar is full. Try to confront him when it's low.,"Rengar's passive enables him to leap out of brush, so avoid fighting him when near bushes.",Rengar puts an indicator over the nearest enemy champion when he is camouflaged during his ultimate.,,Assassin,Fighter,Ferocity,7,4,2,8,585.0,90,4.0,0.0,345,34,3.0,32.0,1.25,125,7.0,0.5,0.0,0.0,68.0,3.0,3.0,0.667,Savagery,Rengar's next attack brutally stabs his target for bonus damage.<br><br>Ferocity effect: deals increased damage and grants Attack Speed.,Battle Roar,"Rengar lets out a battle roar, damaging enemies and healing for some of the recent damage he has taken.<br><br>Ferocity effect: additionally breaks crowd control effects.",Bola Strike,"Rengar throws a bola, slowing the first target hit for a short duration.<br><br>Ferocity effect: roots the target.",Thrill of the Hunt,"Rengar's predatory instincts take over, <font color='#cd90ee'>Camouflaging</font> him and revealing the nearest enemy champion in a large radius around him. During Thrill of the Hunt, Rengar gains Movement Speed and he can leap to the tracked enemy without being in brush, reducing their armor.",Unseen Predator,"While in brush, Rengar leaps at his target with his basic attack. Leaping while at no Ferocity generates Ferocity.<br><br>At Max Ferocity, his next ability is empowered. Casting an empowered ability increases Rengar's Movement Speed for a few seconds.<br><br>Killing enemy champions awards trophies on Rengar's <font color='#BBFFFF'>Bonetooth Necklace</font>, granting bonus attack damage.",,Rengar,,,,Kha'Zix,,,,,,,,
129,141,Kayn,the Shadow Reaper,Soulhunter Kayn,Odyssey Kayn,Nightbringer Kayn,Nightbringer Kayn Prestige Edition,,,,,,,,,,,,"A peerless practitioner of lethal shadow magic, Shieda Kayn battles to achieve his true destiny—to one day lead the Order of Shadow into a new era of Ionian supremacy. He wields the sentient darkin weapon Rhaast, undeterred by its creeping corruption of his body and mind. There are only two possible outcomes: either Kayn bends the weapon to his will... or the malevolent blade consumes him completely, paving the way for the destruction of all Runeterra.",Look at the line-up of both your team and the enemy's team when picking your form.,Remember that nearby enemies can see which wall you're in.,,,,Umbral Trespass requires Kayn to damage a target first. Try to dodge Blade's Reach to deny him a long range cast of Umbral Trespass.,"When Kayn is in terrain near you, you will get a visual warning on the edge of the terrain he's in.","Damage Kayn while he's in Shadow Step to shorten its duration, or apply hard crowd control (stun, charm, knockup, etc) to end Shadow Step immediately.",,Fighter,Assassin,Mana,10,6,1,8,585.0,85,410.0,50.0,340,38,3.3,32.0,1.25,175,8.0,0.75,11.5,0.95,68.0,3.3,2.7,0.669,Reaping Slash,"Kayn dashes, then slashes. Both deal damage.",Blade's Reach,Kayn damages and slows targets in a line.,Shadow Step,Kayn can walk through terrain.,Umbral Trespass,"Kayn hides in an enemy's body, dealing massive damage when he bursts out.",The Darkin Scythe,"Kayn wields an ancient weapon and fights Rhaast, the darkin within it, for control. Either the <font color='#fe5c50'>Darkin</font> will triumph, or Kayn will master Rhaast and become the <font color='#8484fb'>Shadow Assassin</font>.<br><br><font color='#fe5c50'>Darkin:</font> Heal for a percentage of spell damage dealt to champions.<br><br><font color='#8484fb'>Shadow Assassin:</font> For the first few seconds in combat with enemy champions, deal bonus damage.",Shieda Kayn,Kayn,,Rhaast,,Runeterra,Ionian,,,,,,,
130,245,Ekko,the Boy Who Shattered Time,Sandstorm Ekko,Academy Ekko,PROJECT: Ekko,SKT T1 Ekko,Trick or Treat Ekko,True Damage Ekko,Pulsefire Ekko,,,,,,,,,"A prodigy from the rough streets of Zaun, Ekko manipulates time to twist any situation to his advantage. Using his own invention, the Zero Drive, he explores the branching possibilities of reality to craft the perfect moment. Though he revels in this freedom, when there's a threat to his friends he'll do anything to defend them. To outsiders, Ekko seems to achieve the impossible the first time, every time.","Chronobreak is a potent escape tool, but it can also be quite powerful when used offensively. Don't underestimate its damage potential.","If you can proc Z-Drive Resonance on an enemy champion, it's worth taking risks to do so. The bonus movement speed makes it easy to escape.",Phase Dive's dash is a great tool for setting up Ekko's other abilities. Use it to get double hits with Timewinder or get into position to detonate Parallel Convergence.,,,Ekko is significantly weaker when his ultimate is down. Watch for the trail he leaves behind to determine if Chronobreak is available.,Ekko's stun zone takes 3 seconds to arm. Watch for the image he creates on cast and try to guess where the zone was placed.,The second hit of Timewinder does more damage than the first; try to avoid it.,,Assassin,Fighter,Mana,5,3,7,8,585.0,85,280.0,70.0,340,32,3.0,32.0,1.25,125,9.0,0.9,7.0,0.8,58.0,3.0,3.3,0.688,Timewinder,"Ekko throws a temporal grenade that expands into a time-distortion field upon hitting an enemy champion, slowing and damaging anyone caught inside. After a delay, the grenade rewinds back to Ekko, dealing damage on its return.",Parallel Convergence,"Ekko's basic attacks deal bonus magic damage to low health enemies. He can cast Parallel Convergence to split the timeline, creating an anomaly after a few seconds that slows enemies caught inside. If Ekko enters the anomaly, he gains shielding and stuns enemies by suspending them in time.",Phase Dive,"Ekko rolls evasively while charging up his Z-Drive. His next attack deals bonus damage and warps reality, teleporting him to his target.",Chronobreak,"Ekko shatters his timeline, becoming untargetable and rewinding to a more favorable point in time. He returns to whenever he was a few seconds ago, and heals for a percentage of the damage received in that duration. Enemies near his arrival zone take massive damage.",Z-Drive Resonance,"Every third attack or damaging spell on the same target deals bonus magic damage, and grants Ekko a burst of speed if the target is a champion.<br><br>",Zaun,,,the Zero Drive,,,,,,,,,,
131,56,Nocturne,the Eternal Nightmare,Frozen Terror Nocturne,Void Nocturne,Ravager Nocturne,Haunting Nocturne,Eternum Nocturne,Cursed Revenant Nocturne,Old God Nocturne,Hextech Nocturne,,,,,,,,"A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking blades. After freeing itself from the spirit realm, Nocturne descended upon the waking world, to feed upon the kind of terror that can only thrive in true darkness.",Using Paranoia at a critical moment is well worth it even if you cannot use the dash.,Duskbringer isn't only an offensive ability. It can be used to close distance out of combat or escape from certain death.,Use Shroud of Darkness in tandem with Paranoia's dash. Your opponents may panic and waste a critical disable on your spell shield.,,,Stay close to your allies when Paranoia is cast - there is strength in numbers!,"Nocturne's Unspeakable Horror is broken with range, so try to save your movement abilities for when he casts it.",,,Assassin,Fighter,Mana,9,5,2,4,585.0,85,275.0,35.0,345,38,3.5,32.0,0.75,125,7.0,0.75,7.0,0.45,62.0,3.1,2.7,0.721,Duskbringer,"Nocturne throws a shadow blade that deals damage, leaves a Dusk Trail, and causes champions to leave a Dusk Trail. While on the trail, Nocturne can move through units and has increased Movement Speed and Attack Damage.",Shroud of Darkness,"Nocturne empowers his blades, passively gaining Attack Speed. Activating Shroud of Darkness allows Nocturne to fade into the shadows, creating a magical barrier which blocks a single enemy ability and doubles his passive Attack Speed if successful.",Unspeakable Horror,"Nocturne plants a nightmare into his target's mind, dealing damage each second and applying fear to the target if they do not get out of range by the end of the duration.",Paranoia,Nocturne reduces the sight radius of all enemy champions and removes their ally vision in the process. He can then launch himself at a nearby enemy champion.,Umbra Blades,"Every few seconds, Nocturne's next attack strikes surrounding enemies for bonus physical damage and heals himself. <br><br>Nocturne's basic attacks reduce this cooldown.",,Nocturne,,,,,,,,,,,,
132,420,Illaoi,the Kraken Priestess,Void Bringer Illaoi,Resistance Illaoi,Cosmic Invoker Illaoi,,,,,,,,,,,,,"Illaoi's powerful physique is dwarfed only by her indomitable faith. As the prophet of the Great Kraken, she uses a huge, golden idol to rip her foes' spirits from their bodies and shatter their perception of reality. All who challenge the “Truth Bearer of Nagakabouros” soon discover Illaoi never battles alone—the god of the Serpent Isles fights by her side.",Tentacles are an immense source of power. Don't fight without them.,Spirits inherit their target's current health. If making a ,Vessel," is your goal, try whittling your opponent's health down a bit first to make killing the spirit easier.",Leap of Faith is best used to follow-up a strong engage or when being engaged upon. Be careful about being the first one into a fight.,Killing Tentacles whenever possible will make it much easier to win a fight against Illaoi.,"When your spirit gets pulled out, fight back if you can. Dealing damage to Illaoi reduces the spirit's duration.",Avoid grouping up for Leap of Faith to reduce the number of Tentacles available to Illaoi.,,Fighter,Tank,Mana,8,6,3,4,586.0,95,300.0,50.0,350,35,3.8,32.0,1.25,125,9.5,0.8,7.5,0.75,68.0,5.0,2.5,0.5710000000000001,Tentacle Smash,"Increases the damage dealt by Tentacles. When activated, Illaoi smashes down a Tentacle that deals physical damage.",Harsh Lesson,"Illaoi leaps to her target, dealing physical damage and causing nearby Tentacles to also swing at the target.",Test of Spirit,"Illaoi rips the spirit from a foe's body, forcing it to stand before her. Spirits echo a percentage of the damage they take to the original target. If killed, or if the target gets too far from the spirit, the target will become a <font color='#669900'>Vessel</font> and begin spawning Tentacles.",Leap of Faith,"Illaoi smashes her idol into the ground, dealing physical damage to nearby enemies. A Tentacle spawns for each enemy champion hit.",Prophet of an Elder God,"Illaoi and the <font color='#669900'>Vessels</font> she creates spawn Tentacles on nearby impassible terrain. Tentacles swing at spirits, <font color='#669900'>Vessels</font>, and victims of Illaoi's Harsh lesson. Tentacles deal physical damage to enemies hit, and will heal Illaoi if they damage a champion.",,Illaoi,,the Great Kraken,,,,,,,the “Truth Bearer of Nagakabouros,,,
133,91,Talon,the Blade's Shadow,Renegade Talon,Crimson Elite Talon,Dragonblade Talon,SSW Talon,Blood Moon Talon,Enduring Sword Talon,Talon Blackwood,Withered Rose Talon,,,,,,,,"Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive. Adopted by the notorious Du Couteau family, he now plies his deadly trade at the empire's command, assassinating enemy leaders, captains, and heroes… as well as any Noxian foolish enough to earn the scorn of their masters.",You can use Assassin's Path to get behind the enemy and set up for Noxian Diplomacy's melee attack.,"Shadow Assault is a powerful escape tool, but can also be offensively used to assault a group.","Remember to pick your target before the fight. Focusing all of Talon's abilities on one target can be very rewarding, but splitting them up between many may leave you helpless.",,,Talon's attacks are all physical damage. Build armor early to counter his burst damage.,Talon is heavily reliant on Shadow Assault to escape a fight. When it is down he's significantly more vulnerable.,Talon has unrivaled roaming ability. Make sure to keep track of his position or force him to stay in lane by pushing aggressively.,,Assassin,,Mana,9,3,1,7,588.0,95,377.2,37.0,335,30,3.5,39.0,1.25,125,8.5,0.75,7.6,0.8,68.0,3.1,2.9,0.625,Noxian Diplomacy,"Talon stabs the target unit. If they are within melee range, this attack deals critical damage. If they are outside melee range, Talon will leap at his target before stabbing them. Talon refunds some health and cooldown if this ability kills the target.",Rake,"Talon sends out a volley of daggers that then return back to him, dealing physical damage every time it passes through an enemy. The returning blades deal bonus damage and slow units hit.",Assassin's Path,"Talon vaults over any terrain or structure, up to a max distance. This ability has a low cooldown, but puts the used terrain on a long cooldown.",Shadow Assault,"Talon disperses a ring of blades and becomes Invisible while gaining additional Movement Speed. When Talon emerges from Invisibility, the blades converge on his location. Each time the blades move, Shadow Assault deals physical damage to enemies hit by at least one blade.",Blade's End,"Talon's spells Wound champions and large monsters, stacking up to 3 times. When Talon attacks a champion with 3 stacks of Wound, they bleed for heavy damage over time.",Noxus,Du Couteau,,,,,Noxian,,,,,,,
134,68,Rumble,the Mechanized Menace,Rumble in the Jungle,Bilgerat Rumble,Super Galaxy Rumble,Badlands Baron Rumble,Space Groove Rumble,,,,,,,,,,,"Rumble is a young inventor with a temper. Using nothing more than his own two hands and a heap of scrap, the feisty yordle constructed a colossal mech suit outfitted with an arsenal of electrified harpoons and incendiary rockets. Though others may scoff and sneer at his junkyard creations, Rumble doesn't mind—after all, he's the one with the flamespitter.",Try and pace yourself to stay in the Danger Zone to maximize your effectiveness. It is easy to overheat if you rapidly use your abilities.,Try and keep targets in the range of your Flamespitter. It can deal a lot of damage overtime.,If you are winning a fight you can use your ultimate to wall off an escape path.,,,"Watch Rumble's Heat bar carefully. If you see him Overheat, go in for the kill while his skills are disabled.","Rumble's ultimate can deal a lot of damage if you stay inside the area of effect. When you see the missiles falling, move out of the way as quickly as possible.",Rumble deals almost entirely magic damage. Build some Magic Resistance to reduce his damage.,,Fighter,Mage,Heat,3,6,8,10,589.0,85,100.0,0.0,345,31,3.5,28.0,0.75,125,8.0,0.6,0.0,0.0,61.0,3.2,1.85,0.644,Flamespitter,"Rumble torches opponents in front of him, dealing magic damage in a cone for 3 seconds. While in Danger Zone this damage is increased.",Scrap Shield,"Rumble pulls up a shield, protecting him from damage and granting him a quick burst of speed. While in Danger Zone, the shield strength and speed bonus is increased.",Electro Harpoon,"Rumble launches a harpoon, electrocuting his target with magic damage, slowing their Move Speed, and reducing their Magic Resist. Rumble can carry 2 harpoons at a time. While in Danger Zone the damage and slow percentage is increased.",The Equalizer,"Rumble fires off a group of rockets, creating a wall of flames that damages and slows enemies.",Junkyard Titan,"Every spell Rumble casts gives him Heat. When he reaches 50% Heat he reaches Danger Zone, granting all his basic abilities bonus effects. When he reaches 100% Heat, he starts Overheating, gaining bonus Attack Speed and granting his basic attacks bonus damage, but making him unable to cast spells for a few seconds.",,,,,,,,,,,,,,
135,516,Ornn,The Fire below the Mountain,Thunder Lord Ornn,Elderwood Ornn,,,,,,,,,,,,,,"Ornn is the Freljordian spirit of forging and craftsmanship. He works in the solitude of a massive smithy, hammered out from the lava caverns beneath the volcano Hearth-Home. There he stokes bubbling cauldrons of molten rock to purify ores and fashion items of unsurpassed quality. When other deities—especially Volibear—walk the earth and meddle in mortal affairs, Ornn arises to put these impetuous beings back in their place, either with his trusty hammer or the fiery power of the mountains themselves.",Learning build paths of items can help quickly select upgrades in lane.,Volcanic Rupture can be used to set up zoning areas to threaten enemies.,The order of your abilties matters! Try to optimize Brittle usage.,,,Try to stay away from walls. Ornn is much less strong if he cannot stun you.,Attack Ornn to keep him from creating items in lane.,,,Tank,Fighter,Mana,5,9,3,5,590.0,95,340.6,65.0,335,33,4.0,32.0,1.25,175,9.0,0.9,8.01,0.6,69.0,3.5,2.0,0.625,Volcanic Rupture,"Ornn slams the ground, sending out a fissure dealing damage and slowing enemies hit. After a small delay, a magma pillar forms at the end location.",Bellows Breath,"Ornn advances, breathing fire. Enemies hit by the final gout of flame become Brittle.",Searing Charge,"Ornn charges, dealing damage to enemies he passes through. If Ornn collides with terrain while charging, the impact creates a shockwave around him which deals damage and knocks up enemies.",Call of the Forge God,"Ornn summons a massive elemental at a location which travels toward him with increasing speed. Enemies run over by the elemental take damage, are slowed and are made Brittle. Ornn can recast the ability to charge into the elemental, redirecting it in the direction he hits it, causing the elemental to affect any enemies it runs over to be knocked up, dealing the same damage and re-applying Brittle.",Living Forge,"Ornn gains an additional bonus Armor and Magic Resistance from all sources.<br><br>Ornn can spend gold to forge non-consumable items anywhere.<br><br>Additionally, he can create masterwork items for himself and for his allies.",,Ornn,,Hearth-Home,,,Freljordian,,,,,,,
136,498,Xayah,the Rebel,Cosmic Dusk Xayah,Sweetheart Xayah,SSG Xayah,Star Guardian Xayah,Elderwood Xayah,Brave Phoenix Xayah,,,,,,,,,,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to protect their dwindling tribe, and restore their race to her vision of its former glory.",Xayah's attacks and abilities leave Feathers on the ground that she can later recall for massive area damage and control.,Xayah can use Featherstorm to dodge almost any ability while also creating a ton of Feathers. Try to utilize the offensive and defensive aspects of this ability.,,,,Xayah's Bladecaller will only root targets hit by 3 or more returning Feathers.,Long fights in the same area with Xayah will allow her to drop a lot of Feathers. Try to stay on the move!,Make sure you are ready when you go for the kill. Untargetability from Featherstorm can quickly turn an ambush in Xayah's favor.,,Marksman,,Mana,10,6,1,5,590.0,88,340.0,40.0,330,25,3.0,30.0,0.5,525,3.25,0.75,8.25,0.75,60.0,3.5,3.9,0.625,Double Daggers,Xayah throws two damaging daggers that also drop Feathers she can recall.,Deadly Plumage,Xayah creates a storm of blades that increase her Attack Speed and damage while also granting her Move Speed if she attacks a champion.,Bladecaller,Xayah calls back all her dropped Feathers dealing damage and rooting enemies.,Featherstorm,"Xayah leaps into the air becoming untargetable and throwing out a fan of daggers, dropping Feathers she can recall.",Clean Cuts,"After using an ability, Xayah's next basic attacks will hit all targets along their path and leave a <font color='#C200E1'>Feather</font>.",,Xayah,,,,Rakan,,,,,,,,
137,58,Renekton,the Butcher of the Sands,Galactic Renekton,Outback Renekton,Bloodfury Renekton,Rune Wars Renekton,Scorched Earth Renekton,Pool Party Renekton,Prehistoric Renekton,SKT T1 Renekton,Renektoy,Hextech Renekton,Blackfrost Renekton,PROJECT: Renekton,,,,"Renekton is a terrifying, rage-fueled Ascended being from the scorched deserts of Shurima. Once, he was his empire's most esteemed warrior, leading the nation's armies to countless victories. However, after the empire's fall, Renekton was entombed beneath the sands, and slowly, as the world turned and changed, he succumbed to insanity. Now free once more, he is utterly consumed with finding and killing his brother, Nasus, who he blames, in his madness, for the centuries he spent in darkness.","Slice and Dice excels at harassing maneuvers. Slice in, follow up with another skill and then Dice back out to safety.",Cull the Meek drains an enormous amount of life when used in the middle of the fray. You can use this to bait opponents into thinking you are weaker than you really are.,"Cooldown reduction is especially good for Renekton, allowing him to both quickly build up and use his Fury.",,,Pay close attention to Renekton's Fury gauge as that will usually signify when he is about to attack.,Keeping Renekton from being able to fight and gain Fury by continually harassing him will severely reduce the effectiveness of his abilities.,,,Fighter,Tank,Fury,8,5,2,3,590.0,92,100.0,0.0,345,35,4.0,32.0,1.25,125,8.0,0.75,0.0,0.0,69.0,3.75,2.75,0.665,Cull the Meek,"Renekton swings his blade, dealing moderate physical damage to all targets around him, and heals for a small portion of the damage dealt. If he has more than 50 Fury, his damage and heal are increased.",Ruthless Predator,"Renekton slashes his target twice, dealing moderate physical damage and stuns them for 0.75 seconds. If Renekton has more than 50 Fury, he slashes his target three times, destroying damage shields on the target, dealing high physical damage, and stunning them for 1.5 seconds.",Slice and Dice,"Renekton dashes, dealing damage to units along the way. Empowered, Renekton deals bonus damage and reduces the Armor of units hit.",Dominus,"Renekton transforms into the Tyrant form, gaining bonus Health and dealing damage to enemies around him. While in this form, Renekton gains Fury periodically.",Reign of Anger,"Renekton's attacks generate Fury, increased when he is low on life. This Fury can empower his abilities with bonus effects.",Shurima,Renekton,,,,Nasus,,,,,,,,
138,24,Jax,Grandmaster at Arms,The Mighty Jax,Vandal Jax,Angler Jax,PAX Jax,Jaximus,Temple Jax,Nemesis Jax,SKT T1 Jax,Warden Jax,God Staff Jax,Mecha Kingdoms Jax,Conqueror Jax,Conqueror Jax Prestige Edition,,,"Unmatched in both his skill with unique armaments and his biting sarcasm, Jax is the last known weapons master of Icathia. After his homeland was laid low by its own hubris in unleashing the Void, Jax and his kind vowed to protect what little remained. As magic now rises in the world, this slumbering threat stirs once more, and Jax roams Valoran, wielding the last light of Icathia and testing all warriors he meets to see if any are strong enough to stand beside him...","Jax can Leap Strike to friendly units, including wards. You can use them to plan your escape.",Jax benefits greatly from items that have both Ability Power and Attack Damage such as Guinsoo's Rageblade and Hextech Gunblade.,,,,Try to engage him in short bursts instead of going toe-to-toe with him. Preventing him from attacking consecutively drastically lowers his damage output.,Jax can dodge all incoming attacks for a very short amount of time and stuns enemies in melee range when it ends. Wait to strike him until after his dodge is finished.,,,Fighter,Assassin,Mana,7,5,7,5,593.0,85,339.0,52.0,350,36,3.0,32.0,1.25,125,8.5,0.55,7.58,0.7,68.0,4.25,3.4,0.638,Leap Strike,"Jax leaps toward a unit. If they are an enemy, he strikes them with his weapon.",Empower,"Jax charges his weapon with energy, causing his next attack to deal additional damage.",Counter Strike,"Jax's combat prowess allows him to dodge all incoming attacks for a short duration and then quickly counterattack, stunning all surrounding enemies.",Grandmaster's Might,"Every third consecutive attack deals additional Magic Damage. Additionally, Jax can activate this ability to strengthen his resolve, increasing his Armor and Magic Resist for a short duration.",Relentless Assault,Jax's consecutive basic attacks continuously increase his Attack Speed.,Icathia,Jax,,Void,,,,,,,,,,
139,77,Udyr,the Spirit Walker,Black Belt Udyr,Primal Udyr,Spirit Guard Udyr,Definitely Not Udyr,Dragon Oracle Udyr,,,,,,,,,,,"Udyr is more than a man; he is a vessel for the untamed power of four primal animal spirits. When tapping into the spirits' bestial natures, Udyr can harness their unique strengths: The tiger grants him speed and ferocity, the turtle resilience, the bear might, and the phoenix its eternal flame. With their combined power, Udyr can turn back all those who would attempt to harm the natural order.","Damage is applied to turtle shield post-mitigation. Therefore, buying defensive items can drastically increase your survivability.",Udyr is one of the best junglers in the game. Taking advantage of this can give your team a large XP advantage and map control.,,,,Udyr players will often start in the jungle and only appear to gank in lanes. Try warding key locations to keep track of his movement.,"Once the initial shield effect has faded, Turtle Stance is weak against other champions. Press the attack to force him to switch stances and prevent him from regenerating health.","Some Udyr players buy tank items to become very durable. If they do, focus their weaker teammates instead.",,Fighter,Tank,Mana,8,7,4,7,594.0,92,271.0,50.0,350,34,4.0,32.0,1.25,125,6.0,0.75,7.5,0.45,64.0,5.0,2.67,0.6579999999999999,Tiger Stance,Tiger Stance: Activation - Udyr's Attack Speed is increased for a few seconds. Persistent Effect - Udyr's first attack and every third attack after will deal a high amount of damage over 2 seconds.,Turtle Stance,Turtle Stance: Activation - Udyr gains a temporary shield that absorbs damage. Persistent Effect - Udyr's first attack and every third attack after heals him for 2.5% of his maximum health.,Bear Stance,Bear Stance: Activation - Udyr increases Movement Speed for a short duration. Persistent Effect - Udyr's basic attacks stun his target for 1 second. This effect cannot occur on the same target for several seconds.,Phoenix Stance,"Phoenix Stance: Activation - Udyr unleashes pulsing waves of fire, dealing damage to nearby enemies. Persistent Effect - Udyr's first attack and every third attack after engulfs enemies in front of him with flames.",Monkey's Agility,Udyr gains stacking Move Speed and Attack Speed after using an Ability. Udyr has four basic Abilities that he may use to swap between Stances. Changing Stances immediately ends both the passive and the on-hit portion of the previous Stance.,,Udyr,,,,,,,,,,,,
140,102,Shyvana,the Half-Dragon,Ironscale Shyvana,Boneclaw Shyvana,Darkflame Shyvana,Ice Drake Shyvana,Championship Shyvana,Super Galaxy Shyvana,Ruined Shyvana,,,,,,,,,"Shyvana is a creature with the magic of a rune shard burning within her heart. Though she often appears humanoid, she can take her true form as a fearsome dragon, incinerating her foes with fiery breath. Having saved the life of the crown prince Jarvan IV, Shyvana now serves uneasily in his royal guard, struggling to find acceptance among the suspicious people of Demacia.","Shyvana's abilities all benefit from attacking units. As a result, Attack Speed items are more valuable on her than most champions.",Flame Breath is great to level-up against difficult lane opponents.,"Burnout is an ideal choice for jungling. Monsters will be hit by the full duration, and the speed boost improves her ganking potential.","It can be valuable to purchase one of the items that can slow enemies: Frozen Mallet, Dead Man's Plate, or Entropy.",,"A significant portion of Shyvana's power is generated through aggression, making her weak against opponents who are able to keep their distance.",All of Shyvana's basic abilities hit multiple enemies in dragon form. It's important for opposing champions to not cluster while fighting her.,Shyvana's Fury Bar indicate her ultimate can be activated. Harassing her when she's low on Fury can be very effective.,,Fighter,Tank,Fury,8,6,3,4,595.0,95,100.0,0.0,350,38,3.35,32.0,1.25,125,8.5,0.8,0.0,0.0,66.0,3.4,2.5,0.6579999999999999,Twin Bite,Shyvana strikes twice on her next attack. Basic attacks reduce the cooldown of Twin Bite by 0.5 seconds.<br><br><font color='#FF3300'>Dragon Form: </font>Twin Bite cleaves all units in front of Shyvana.,Burnout,"Shyvana surrounds herself in fire, dealing magic damage per second to nearby enemies and moving faster for 3 seconds, part of this damage is applied again when Shyvana basic attacks an enemy with Burnout active. The Movement Speed reduces over the duration of the spell. Basic attacks extend the duration of Burnout. <br><br><font color='#FF3300'>Dragon Form: </font>Burnout grows in size.",Flame Breath,"Shyvana unleashes a fireball that deals damage to all enemies it encounters and leaves cinders on the target, marking them for 5 seconds. Shyvana's basic attacks on marked targets deal a percentage of their maximum Health as damage on-hit.<br><br><font color='#FF3300'>Dragon Form: </font>Flame Breath explodes on impact or at target location, dealing bonus damage and scorching the earth for a short duration.",Dragon's Descent,Shyvana transforms into a dragon and takes flight to a target location. Enemies along her path take damage and are knocked toward her target location.<br><br>Shyvana passively gains Fury per second and gains 2 Fury on basic attack.,Fury of the Dragonborn,"Shyvana deals bonus damage to dragons and gains Armor and Magic Resistance. As Shyvana and her allies slay more dragons, she gains more bonus Armor and Magic Resistance.",,Shyvana,,Demacia,,Jarvan IV,,,,,,,,
